T,Model,Average ⬆️,ARC,HellaSwag,MMLU,TruthfulQA,Winogrande,GSM8K,Type,Architecture,Weight type,Precision,Merged,Hub License,#Params (B),Hub ❤️,Available on the hub,Model sha,Flagged,MoE
🔶,ArianAskari/SOLID-SFT-DPO-MixQV2-SOLIDChosen-SFTRejected-Zephyr-7b-beta,56.66,60.75,83.68,59.42,58.1,76.32,1.67,fine-tuned on domain-specific datasets,MistralForCausalLM,Original,bfloat16,False,apache-2.0,7.24,0.0,True,993476d6a1c2b8ee4894f9b63b449b6d42c6495f,False,False
💬,vicgalle/SOLAR-13B-Instruct-v1.0,56.65,57.25,78.03,55.75,61.99,70.24,16.6,"chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,Original,float16,True,apache-2.0,12.48,1.0,True,9608d346324d603a67e7cb52a9ebe8cb1ed9e42f,False,False
💬,yeontaek/Platypus2xOpenOrca-13B-IA3,56.65,62.12,82.1,58.84,47.88,77.11,11.83,"chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,Original,float16,False,,13.0,0.0,False,5ca46029dd22c007d4dc1706f6284a32be4546c2,False,False
💬,chargoddard/storytime-13b,56.64,62.03,83.96,57.48,52.5,75.53,8.34,"chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,Original,float16,False,llama2,13.02,20.0,True,233568319a636b6a7b02a4def2c51d08a3e0fbfc,False,False
🔶,LeroyDyer/Mixtral_AI_CyberBrain_Coder,56.64,56.91,80.46,55.01,50.61,73.8,23.05,fine-tuned on domain-specific datasets,MixtralForCausalLM,Original,float16,True,apache-2.0,12.88,0.0,True,b88079cfe9e77c786f52e1e4f676ce420a34a631,False,True
🔶,ZoidBB/unraveled-7b-a1,56.63,59.81,82.8,63.39,42.23,77.19,14.33,fine-tuned on domain-specific datasets,MistralForCausalLM,Original,float16,False,?,7.24,0.0,False,fac05775fa8121b58cda8031b7001323bd43983d,False,False
💬,chargoddard/duplicitous-slurpbeast-13b,56.62,62.12,83.92,57.53,52.33,75.06,8.79,"chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,Original,float16,False,,13.02,0.0,False,88dc61b7afebf2220ca42898e1286c59961ed440,False,False
🔶,Undi95/Amethyst-13B,56.62,62.63,83.17,55.91,52.43,74.74,10.84,fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,False,cc-by-nc-4.0,13.0,8.0,True,d4a85b1006f0b9439e64f0e7400533a7b867c24d,False,False
🔶,Undi95/Amethyst-13B-Mistral,56.62,62.63,83.17,55.91,52.43,74.74,10.84,fine-tuned on domain-specific datasets,Unknown,Original,float16,False,?,12.85,0.0,False,4328809e568f01e3f0a05764e3bb58e901310415,False,False
🔶,BELLE-2/BELLE-Llama2-13B-chat-0.4M,56.62,60.67,82.31,55.94,50.85,75.53,14.4,fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,False,llama2,13.0,30.0,True,1776feacbf1052cff02eb3d7531a854555d3f6dc,False,False
🔶,Undi95/Clover3-17B,56.61,59.9,81.18,60.47,40.72,78.61,18.8,fine-tuned on domain-specific datasets,MistralForCausalLM,Original,float16,False,cc-by-nc-4.0,16.84,10.0,True,428f6f58869426baae2c49442b207a15bc2da3cc,False,False
🔶,elinas/chronos-33b,56.59,62.2,83.48,55.87,46.67,78.3,13.04,fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,False,other,33.0,24.0,True,3c11f81d9180618f13777276b1eb0eb70ab99cf0,False,False
🔶,Open-Orca/LlongOrca-13B-16k,56.59,62.46,82.75,55.54,50.11,76.4,12.28,fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,False,llama2,13.0,14.0,True,8ea1fb205553cadbc90069d80a7e58281b6281c3,False,False
🔶,OpenAssistant/llama2-13b-megacode2-oasst,56.59,60.67,81.93,57.38,47.85,76.16,15.54,fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,False,other,13.0,14.0,True,2c45ecf161da2ff2aa984900f2e4d2b7a7311ab8,False,False
🔶,Brouz/Slerpeno,56.59,61.69,84.1,56.77,48.05,76.4,12.51,fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,False,cc-by-4.0,13.02,4.0,False,7ff32abd17851a769a031659e91e660f219be363,False,False
🔶,NovoCode/Novocode7b-v2,56.57,61.01,84.12,64.05,42.21,79.87,8.19,fine-tuned on domain-specific datasets,MistralForCausalLM,Original,bfloat16,False,apache-2.0,7.24,1.0,True,45db1dd584c06c31e72f9744ebfb531a54898212,False,False
🔶,Sao10K/NyakuraV2.1-m7,56.57,58.62,81.89,58.46,45.01,72.77,22.67,fine-tuned on domain-specific datasets,MistralForCausalLM,Original,bfloat16,False,cc-by-nc-4.0,0.0,1.0,True,0a1cd69beed347cd80a290ce5b568c03264ec595,False,False
💬,chargoddard/duplicitous-mammal-13b,56.57,61.69,83.79,57.5,52.27,75.06,9.1,"chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,Original,bfloat16,False,,13.02,0.0,False,a05d0562b8da2ac2e76aa65984e8063249bc85c8,False,False
🔶,Undi95/OpenRP-13B,56.57,62.12,82.6,57.5,48.29,76.01,12.89,fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,False,cc-by-nc-4.0,13.0,3.0,True,d11815287c51ef51485fb003f8f72773cf6f19a4,False,False
🔶,fangzhaoz/pearl7B_tuneonGSM8K,56.56,55.63,73.31,44.95,54.16,71.35,39.95,fine-tuned on domain-specific datasets,MistralForCausalLM,Original,float16,False,apache-2.0,7.24,0.0,True,1b5ac00479a05bb39077a6644e78f1d3a93daf93,False,False
🔶,Undi95/MM-ReMM-L2-20B,56.55,60.84,85.18,56.45,53.33,75.77,7.73,fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,False,cc-by-nc-4.0,19.99,3.0,True,37869800c15fb37d017ea83bb50fec6d6141f6ba,False,False
🔶,sauce1337/BerrySauce-L2-13b,56.55,62.29,83.78,57.1,48.3,76.09,11.75,fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,False,cc-by-nc-4.0,13.02,0.0,True,c8788874b78c84bc5593586d16fbd8ae7b5b2991,False,False
🔶,bn22/DolphinMini-Mistral-7B,56.53,61.18,84.25,61.94,52.34,79.32,0.15,fine-tuned on domain-specific datasets,MistralForCausalLM,Original,float16,False,apache-2.0,7.24,0.0,False,16ddf12ee58e71664f7e76551294ba54794c7903,False,False
💬,pansophic/new_model_test3,56.52,51.79,78.61,49.14,46.89,70.48,42.23,"chat models (RLHF, DPO, IFT, ...)",StableLmForCausalLM,Original,bfloat16,False,other,0.0,0.0,False,5fc0394d59ea72784285eeb2252411b88e9b6d9d,False,False
🔶,Undi95/MLewdBoros-L2-13B,56.51,62.54,83.9,56.57,48.14,76.95,10.99,fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,False,cc-by-nc-4.0,13.02,22.0,True,a3033ac5825662f1c66418d7543648dc76980185,False,False
💬,yeontaek/Platypus2xOpenOrca-13B-IA3-v4,56.49,61.43,81.84,59.02,48.64,77.19,10.84,"chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,Original,float16,False,,13.0,0.0,False,3aa9abe9cb2e5c699f80935e04fbb351cdfbf21b,False,False
💬,TFLai/EnsembleV5-Nova-13B,56.49,62.71,82.55,56.79,49.86,76.24,10.77,"chat models (RLHF, DPO, IFT, ...)",Unknown,Original,float16,False,?,13.02,0.0,False,7ba38d309709d35149b4a18f94096875885035ae,False,False
💬,PulsarAI/EnsembleV5-Nova-13B,56.49,62.71,82.55,56.79,49.86,76.24,10.77,"chat models (RLHF, DPO, IFT, ...)",Unknown,Original,float16,False,?,13.02,0.0,False,3e25556187ba576082a85c270d2d4b4ea6ea9f6f,False,False
🔶,PygmalionAI/mythalion-13b,56.48,61.26,83.81,56.53,46.56,77.43,13.27,fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,False,llama2,13.02,126.0,True,24916f62b8243a7e4646ea53eeb45d890cbd308f,False,False
💬,jingyeom/SOLAR_KO_1.3_deup,56.47,55.97,79.97,55.88,47.55,76.87,22.59,"chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,Original,float16,False,apache-2.0,10.85,0.0,True,3218e4304fe55ec950347c96018f14f60baca25d,False,False
🔶,uukuguy/speechless-code-mistral-7b-v2.0,56.47,52.47,75.61,51.31,52.05,71.43,35.94,fine-tuned on domain-specific datasets,MistralForCausalLM,Original,bfloat16,False,apache-2.0,7.0,2.0,True,8371b49e786758da62de015daa006c0e58b7ce82,False,False
🔶,ehartford/WizardLM-30B-Uncensored,56.46,60.24,82.93,56.8,51.57,74.35,12.89,fine-tuned on domain-specific datasets,Unknown,Original,float16,False,?,32.32,0.0,False,761783745fcb97831ad8035d3cbd5de484aca3ce,False,False
🔶,SciPhi/SciPhi-Self-RAG-Mistral-7B-32k,56.46,57.34,80.44,60.81,45.63,74.82,19.71,fine-tuned on domain-specific datasets,MistralForCausalLM,Original,float16,False,mit,7.0,81.0,True,640192e2ba5898f87c407a9f771fc270f7628dee,False,False
🔶,royallab/Pygmalion-2-13b-SuperCOT,56.46,63.23,83.68,54.9,53.14,77.51,6.29,fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,False,llama2,13.02,7.0,True,763b3fd5afc3e7fb6c7c8768d40f06901c8d5913,False,False
🔶,jefferylovely/AiMaven-Orca2,56.45,54.69,79.0,54.61,53.43,74.35,22.59,fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,False,?,13.02,0.0,False,fbba65dad747e1461c2b024fe6cc690a3b20db24,False,False
🔶,Sao10K/Stheno-Inverted-L2-13B,56.44,59.3,82.9,56.45,52.04,74.74,13.19,fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,False,llama2,13.0,2.0,True,efaf592c95ae8e769e0d56d36ba4ed23e3bf4059,False,False
💬,TFLai/Nova-13B,56.44,62.71,82.57,57.98,51.34,77.27,6.75,"chat models (RLHF, DPO, IFT, ...)",Unknown,Original,float16,False,?,13.02,0.0,False,ae1145f9fa846ab8d39d8b7da888287ef917efb5,False,False
💬,KnutJaegersberg/Deita-4b,56.43,46.08,71.81,55.46,50.23,66.14,48.9,"chat models (RLHF, DPO, IFT, ...)",Qwen2ForCausalLM,Original,float16,False,other,3.95,2.0,True,a22c9858867e4015268c63fcb495ef922f95a097,False,False
🔶,Sao10K/Stheno-L2-13B,56.43,61.01,83.95,56.33,50.18,75.14,11.98,fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,False,llama2,13.0,9.0,True,c4e7b771e30fdbfd6bd2e66a6928024bd5692bbd,False,False
💬,NeuralNovel/Senzu-7B-v0.1,56.4,58.19,81.98,63.2,40.2,76.64,18.2,"chat models (RLHF, DPO, IFT, ...)",MistralForCausalLM,Original,bfloat16,False,apache-2.0,7.24,5.0,True,571f2733df7ca66eee20b32674cedce1017e21f6,False,False
🔶,Sao10K/Mythical-Destroyer-L2-13B,56.39,58.7,82.0,57.66,56.35,74.66,8.95,fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,False,llama2,13.02,2.0,True,7c87376b201b1c30c4e12c0b7bc2f28f017ce7bc,False,False
🔶,yeen214/llama2_7b_merge_orcafamily,56.38,56.91,81.17,51.49,49.68,75.93,23.12,fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,False,mit,6.74,2.0,True,fb65f697de632f2f3fef57fc3cd12fb5e4913a89,False,False
🔶,PocketDoc/Dans-AdventurousWinds-Mk2-7b,56.38,58.19,83.48,61.8,43.56,76.32,14.94,fine-tuned on domain-specific datasets,MistralForCausalLM,Original,bfloat16,False,apache-2.0,7.24,11.0,True,cfcc969a7e97275b2298253f1eabf4575e5a3768,False,False
🔶,Undi95/MLewd-v2.4-13B,56.37,61.69,83.83,55.1,53.34,74.51,9.78,fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,False,cc-by-nc-4.0,13.0,39.0,True,6f6ec6024ee054020e49fd96f149919692848f0b,False,False
🔶,uukuguy/speechless-code-mistral-7b-v2.0,56.37,52.3,75.61,51.28,52.05,71.35,35.63,fine-tuned on domain-specific datasets,MistralForCausalLM,Original,float16,False,apache-2.0,7.0,2.0,True,8371b49e786758da62de015daa006c0e58b7ce82,False,False
💬,jondurbin/airoboros-l2-13b-2.2.1,56.36,60.92,83.77,56.47,49.42,76.01,11.6,"chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,Original,bfloat16,False,llama2,13.0,3.0,True,9b2dbc1f6f17a162228799df6e9449c903ddf04d,False,False
🔶,openchat/openchat_v3.1,56.36,59.81,82.8,56.76,44.45,76.24,18.12,fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,False,llama2,0.0,5.0,True,a95be7130d32da99bcd484f6f436b2dd49341110,False,False
🤝,Kabster/BioMistral-Zephyr-Beta-SLERP,56.35,62.12,84.13,60.63,54.6,76.64,0.0,base merges and moerges,MistralForCausalLM,Original,float16,True,apache-2.0,7.24,1.0,True,b6f6be7fa65ed209721e55c6545cb332113a6bd5,False,False
🔶,bartowski/internlm2-math-20b-llama,56.35,59.98,81.64,65.07,52.9,76.4,2.12,fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,bfloat16,False,other,19.86,3.0,True,fb39351b1b98849aa87f486fa3130d97c92cb0fa,False,False
🔶,mlabonne/Darewin-7B-v2,56.34,62.63,78.28,53.01,50.99,73.95,19.18,fine-tuned on domain-specific datasets,MistralForCausalLM,Original,bfloat16,True,apache-2.0,7.24,0.0,True,c0b08aff3f8cc55470b3e3861e45c86d543f2ac1,False,False
🔶,Doctor-Shotgun/CalliopeDS-L2-13B,56.34,60.49,83.38,55.8,51.32,77.03,10.01,fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,True,agpl-3.0,13.02,7.0,True,b373eda586a6527e62382eda5480204652a82499,False,False
🔶,iGenius-AI-Team/LLAMA-13B-test-finetuning,56.34,58.02,82.36,54.27,44.14,76.72,22.52,fine-tuned on domain-specific datasets,Unknown,Original,bfloat16,False,?,13.02,0.0,False,5bd0eb026b12c59fd198f307c0c17188af69744c,False,False
💬,Azure99/blossom-v4-qwen1_5-4b,56.34,46.08,70.8,55.11,47.29,67.64,51.1,"chat models (RLHF, DPO, IFT, ...)",Qwen2ForCausalLM,Original,bfloat16,False,apache-2.0,3.95,0.0,True,574e846dbb8842b1b578b7e44eec318588579cc6,False,False
🔶,Gryphe/MythoMix-L2-13b,56.31,61.09,83.86,55.42,52.08,75.45,9.93,fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,False,other,13.0,18.0,True,eca790fb9394c9c61be27ef709080b3b92783a45,False,False
💬,lgaalves/mistral-7b_open_platypus,56.29,55.8,82.13,59.76,48.87,78.61,12.59,"chat models (RLHF, DPO, IFT, ...)",MistralForCausalLM,Original,float16,False,apache-2.0,7.0,1.0,True,b9a60b9ad0fe06bd314ffe99d543f1df6ecd10da,False,False
💬,yeontaek/Platypus2xOpenOrca-13B-IA3-v2.1,56.29,62.29,82.09,57.91,47.03,77.43,10.99,"chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,Original,float16,False,,13.0,0.0,False,31e1e3235515717a151915131bc970be188d964e,False,False
🔶,ajibawa-2023/Uncensored-Jordan-13B,56.27,57.42,82.7,55.75,50.51,76.16,15.09,fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,bfloat16,False,cc-by-nc-nd-4.0,13.0,5.0,True,c56a396342133bbd75ab3f79622c85cb55be49a4,False,False
🔶,uukuguy/speechless-code-mistral-orca-7b-v1.0,56.24,59.64,82.25,61.33,48.45,77.51,8.26,fine-tuned on domain-specific datasets,MistralForCausalLM,Original,float16,False,llama2,7.0,5.0,True,f7db67fe6c82657b35d0ffcf8b7ff1568d979482,False,False
🔶,Aspik101/StableBeluga-13B-instruct-PL-lora_unload,56.24,60.92,82.13,56.99,48.64,76.56,12.21,fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,False,other,13.0,1.0,False,6e1a6e1f91f6ac97b643be1bd24be6096e2e7dd3,False,False
🔶,BFauber/lora_llama2-13b_10e5_r8_a16,56.23,59.73,82.3,55.73,37.95,77.11,24.56,fine-tuned on domain-specific datasets,?,Adapter,float16,False,apache-2.0,13.0,0.0,False,afa40d22d578e631c90017ae0cc67734d6f0b5d8,False,False
🔶,arlineka/Brunhilde-13b,56.2,60.49,83.49,56.18,52.35,75.53,9.17,fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,True,cc-by-nc-4.0,13.02,0.0,True,ce50fccfb850fc07618c6d215823b754b42346ed,False,False
🔶,KatyTheCutie/EstopianMaid-13B,56.2,60.49,83.49,56.18,52.35,75.53,9.17,fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,False,apache-2.0,13.02,33.0,True,5770d488c48c4c97ee53572dd8577aae584f9230,False,False
🔶,adamo1139/Yi-6B-200K-AEZAKMI-v2-rawrr1-DPO,56.2,52.47,77.04,62.57,47.15,71.03,26.91,fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,False,other,6.06,0.0,True,9271df80f5221362cb5ffd71f463f8f8d08c31dc,False,False
🔶,Gryphe/MythoLogic-L2-13b,56.19,61.01,83.93,55.7,48.64,76.09,11.75,fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,False,other,13.0,20.0,True,665948fc79acc2bcce3e9e7d2b0689ca43ae62d4,False,False
💬,maywell/Synatra-11B-Testbench,56.17,57.34,78.66,55.56,51.97,75.77,17.74,"chat models (RLHF, DPO, IFT, ...)",Unknown,Original,float16,False,?,11.0,0.0,False,9399ea6c2a1d955e31d6b4d68b2b86115aea0e59,False,False
🤝,Azazelle/Moko-DARE,56.16,60.58,82.08,61.94,52.17,75.14,5.08,base merges and moerges,MistralForCausalLM,Original,float16,True,cc-by-4.0,7.24,0.0,True,b95e6fa7ed89fdb901a0e1fba45c94f2154a0c2f,False,False
💬,OpenBuddy/openbuddy-mistral-7b-v19.1-4k,56.16,53.41,74.58,57.29,48.25,69.93,33.51,"chat models (RLHF, DPO, IFT, ...)",MistralForCausalLM,Original,bfloat16,False,apache-2.0,7.28,2.0,True,df3762aafe547c0c87cfbf7e527c891885e51084,False,False
💬,Azure99/blossom-v5-4b,56.16,46.76,71.87,55.04,47.51,67.4,48.37,"chat models (RLHF, DPO, IFT, ...)",Qwen2ForCausalLM,Original,bfloat16,False,apache-2.0,3.95,2.0,True,94ac52d3ed32f070362d6005f5e57d8ffc5e81a5,False,False
🔶,BFauber/lora_llama2-13b_10e5_r128_a16,56.16,59.9,82.31,55.59,38.22,77.03,23.88,fine-tuned on domain-specific datasets,?,Adapter,float16,False,apache-2.0,13.0,0.0,False,6e8f872757721020c2ae983b6e186fe36105ef2d,False,False
🔶,Sao10K/Stheno-1.2-L2-13B,56.15,60.75,83.67,56.27,50.32,74.98,10.92,fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,False,llama2,13.0,0.0,True,e76f35fe771ef142d6629092bd4a93301fd6cd4a,False,False
💬,Locutusque/Orca-2-13b-SFT-v6,56.15,60.41,80.46,59.51,54.01,77.43,5.08,"chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,Original,bfloat16,False,other,13.02,6.0,True,c31bf6f2d18f8fa4f6a25444ace549c4394b2b5a,False,False
🔶,elyza/ELYZA-japanese-Llama-2-13b,56.14,57.0,80.89,54.38,40.43,76.87,27.29,fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,False,llama2,13.0,19.0,True,24be61d31af8ac3e8c57d924c749ca3cf5f681ba,False,False
💬,TFLai/SpeechlessV1-Nova-13B,56.14,61.77,82.68,57.75,51.44,77.43,5.76,"chat models (RLHF, DPO, IFT, ...)",Unknown,Original,float16,False,?,13.02,0.0,False,fbe6f0e32b5ecf9d75510d0b11a286466f46d79e,False,False
🔶,BFauber/lora_llama2-13b_10e5_r32_a16,56.14,59.9,82.33,55.67,38.3,77.03,23.58,fine-tuned on domain-specific datasets,?,Adapter,float16,False,apache-2.0,13.0,0.0,False,5cae6af3eb89c28c8cd90322685dd4d0235d9946,False,False
🔶,HenryJJ/Instruct_Yi-6B_Dolly_CodeAlpaca,56.11,53.16,75.3,63.06,41.42,75.37,28.35,fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,False,apache-2.0,6.06,0.0,True,97c31498b579cf4808195dd21a858a258d40b2dc,False,False
🔶,WhoTookMyAmogusNickname/NewHope_HF_not_official,56.11,61.09,84.03,55.73,44.96,74.98,15.85,fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,False,llama2,0.0,1.0,True,f587f4a31de6818f4200d9cdc7f116ca8ba1cdc2,False,False
🔶,Austism/chronos-hermes-13b-v2,56.1,60.32,83.21,55.05,50.91,75.37,11.75,fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,False,other,13.0,20.0,True,2f0e2cb734685a6ce0736a9f3e909a795d7592cc,False,False
💬,PulsarAI/Nebula-7B,56.1,59.3,83.46,57.0,45.56,76.4,14.86,"chat models (RLHF, DPO, IFT, ...)",Unknown,Original,float16,False,?,7.24,0.0,False,569f848698a468fb03d37033c67f3734bbaec127,False,False
🔶,BFauber/lora_llama2-13b_10e5_r8_a4,56.1,59.9,82.47,55.47,38.04,77.03,23.65,fine-tuned on domain-specific datasets,?,Adapter,float16,False,apache-2.0,13.0,0.0,False,8793eb75fb25d1cbbcd2811cbbe8f571291f2bdd,False,False
🔶,kaist-ai/prometheus-13b-v1.0,56.09,53.24,80.75,51.49,45.66,73.72,31.69,fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,False,apache-2.0,13.0,96.0,True,9088377314f91af4b48940e09a0c76d0878f5020,False,False
🔶,BFauber/lora_llama2-13b_10e4,56.08,60.07,82.45,55.37,38.52,76.95,23.12,fine-tuned on domain-specific datasets,?,Adapter,float16,False,apache-2.0,13.0,0.0,False,dbe93078c2e3b8744ca4fc6fbba9fa1f43dd6dcd,False,False
🤝,TeeZee/BigMaid-20B-v1.0,56.07,61.35,85.26,57.15,55.29,75.3,2.05,base merges and moerges,LlamaForCausalLM,Original,float16,True,apache-2.0,19.99,1.0,True,d37d99b4656190a23ec51baaad4d1bf6421e67c5,False,False
🔶,augtoma/qCammel-13,56.05,60.84,83.66,56.73,47.54,76.16,11.37,fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,False,other,0.0,11.0,True,af473e64f6a4fa02a7e24ee7679eea9505eb179d,False,False
🔶,aboros98/g8s-preview,56.04,49.74,72.27,54.85,52.49,67.48,39.42,fine-tuned on domain-specific datasets,Qwen2ForCausalLM,Original,bfloat16,False,other,0.0,0.0,False,64f2e6fd94015d09f6a0e9e5b791cac76828aa2a,False,False
🔶,BFauber/lora_llama2-13b_10e5_r2_a4,56.03,59.98,82.37,55.42,38.14,76.56,23.73,fine-tuned on domain-specific datasets,?,Adapter,float16,False,apache-2.0,13.0,0.0,False,7253a71f780be10eb6c3590bf484cfe0975c3a4c,False,False
🔶,The-Face-Of-Goonery/Huginn-13b-v1.2,56.03,60.92,83.56,55.33,51.97,75.22,9.17,fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,False,,13.0,12.0,False,cb3562e7aae05a95fe61610b7b8f4957d3529ce7,False,False
🔶,Undi95/ReMM-SLERP-L2-13B,56.03,60.92,83.56,55.33,51.97,75.22,9.17,fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,False,cc-by-nc-4.0,13.0,18.0,True,27baccf242bc1dc34fc39661a40bbf867cbea8b5,False,False
🔶,ajibawa-2023/carl-33b,56.03,64.59,85.27,58.38,45.32,76.24,6.37,fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,bfloat16,False,cc-by-nc-nd-4.0,33.0,10.0,True,5f80b372b493d901cab4490b4f23c71499023615,False,False
🔶,WebraftAI/synapsellm-7b-mistral-v0.5-preview,56.03,52.73,76.51,54.67,55.16,74.35,22.74,fine-tuned on domain-specific datasets,MistralForCausalLM,Original,float16,False,apache-2.0,7.24,0.0,True,d1b4d9a4657d145ce7cda431ed46076c1518af55,False,False
🟢,Qwen/Qwen1.5-MoE-A2.7B,56.03,54.86,79.39,62.54,50.09,72.3,16.98,pretrained,Unknown,Original,float16,False,other,14.32,149.0,False,e8c04bdfc419473cfb5e03385ee9b4e9dedca7eb,False,True
💬,vilm/Quyen-v0.1,56.02,48.21,72.49,52.88,51.53,65.11,45.87,"chat models (RLHF, DPO, IFT, ...)",Qwen2ForCausalLM,Original,bfloat16,False,other,0.0,11.0,True,e171839fa60645d775b1555c86a1ab52e7de82f2,False,False
🔶,Weyaxi/neural-chat-7b-v3-1-Nebula-v2-7B,56.01,61.77,80.21,59.07,58.56,71.82,4.62,fine-tuned on domain-specific datasets,MistralForCausalLM,Original,float16,False,apache-2.0,7.24,1.0,True,0b98e4ca35764da09cabcaaebbdac1f827629219,False,False
🔶,Gryphe/MythoMax-L2-13b,56.0,60.92,83.56,55.33,51.97,75.22,9.02,fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,False,other,13.0,218.0,True,faa4ef8c87dbb00d447904ceb048d49b6a463d07,False,False
💬,Minami-su/Qwen1.5-7B-Chat_llamafy,56.0,57.59,78.52,61.18,57.59,66.46,14.63,"chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,Original,bfloat16,False,other,7.0,5.0,True,19941b2df44ccea90a21c396a5fe19742f20e596,False,False
💬,The-Face-Of-Goonery/huginnv1.2,55.98,62.37,84.28,57.02,47.81,75.22,9.17,"chat models (RLHF, DPO, IFT, ...)",Unknown,Original,float16,False,?,12.85,0.0,False,aed4ddc951c657993939fa5b87a4088550569a3b,False,False
🔶,NousResearch/Nous-Hermes-Llama2-13b,55.97,61.52,83.29,55.11,50.38,75.45,10.08,fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,bfloat16,False,['mit'],13.0,291.0,True,8f95aa9cd207db7b24179fc779c2b8973e71bee2,False,False
